"epoch","dulcet-sweep-88 - _step","dulcet-sweep-88 - _step__MIN","dulcet-sweep-88 - _step__MAX","dulcet-sweep-88 - val_loss","dulcet-sweep-88 - val_loss__MIN","dulcet-sweep-88 - val_loss__MAX","lunar-sweep-81 - _step","lunar-sweep-81 - _step__MIN","lunar-sweep-81 - _step__MAX","lunar-sweep-81 - val_loss","lunar-sweep-81 - val_loss__MIN","lunar-sweep-81 - val_loss__MAX","young-sweep-1 - _step","young-sweep-1 - _step__MIN","young-sweep-1 - _step__MAX","young-sweep-1 - val_loss","young-sweep-1 - val_loss__MIN","young-sweep-1 - val_loss__MAX","proud-sweep-92 - _step","proud-sweep-92 - _step__MIN","proud-sweep-92 - _step__MAX","proud-sweep-92 - val_loss","proud-sweep-92 - val_loss__MIN","proud-sweep-92 - val_loss__MAX","splendid-sweep-83 - _step","splendid-sweep-83 - _step__MIN","splendid-sweep-83 - _step__MAX","splendid-sweep-83 - val_loss","splendid-sweep-83 - val_loss__MIN","splendid-sweep-83 - val_loss__MAX"
"18","18","18","18","0.13032017648220062","0.13032017648220062","0.13032017648220062","18","18","18","0.08173707712973867","0.08173707712973867","0.08173707712973867","18","18","18","0.09002753026369545","0.09002753026369545","0.09002753026369545","18","18","18","0.07845368981361389","0.07845368981361389","0.07845368981361389","18","18","18","0.08119092881679535","0.08119092881679535","0.08119092881679535"
"19","19","19","19","0.15218885775123323","0.15218885775123323","0.15218885775123323","19","19","19","0.08349151430385453","0.08349151430385453","0.08349151430385453","19","19","19","0.08442338074436756","0.08442338074436756","0.08442338074436756","19","19","19","0.0877540899174554","0.0877540899174554","0.0877540899174554","19","19","19","0.07923416287771293","0.07923416287771293","0.07923416287771293"
"20","20","20","20","0.14171586824314936","0.14171586824314936","0.14171586824314936","20","20","20","0.081390666110175","0.081390666110175","0.081390666110175","20","20","20","0.08128826805450781","0.08128826805450781","0.08128826805450781","20","20","20","0.08994268466319356","0.08994268466319356","0.08994268466319356","20","20","20","0.07839858372296606","0.07839858372296606","0.07839858372296606"
"21","22","22","22","0.13087327033281326","0.13087327033281326","0.13087327033281326","22","22","22","0.09547817707061768","0.09547817707061768","0.09547817707061768","22","22","22","0.07738366101963308","0.07738366101963308","0.07738366101963308","22","22","22","0.07716227642127446","0.07716227642127446","0.07716227642127446","22","22","22","0.08691626095346042","0.08691626095346042","0.08691626095346042"
"22","23","23","23","0.1274979987314769","0.1274979987314769","0.1274979987314769","23","23","23","0.08203161507844925","0.08203161507844925","0.08203161507844925","23","23","23","0.09410839977176187","0.09410839977176187","0.09410839977176187","23","23","23","0.10545732719557625","0.10545732719557625","0.10545732719557625","23","23","23","0.08676928813968386","0.08676928813968386","0.08676928813968386"
"23","24","24","24","0.11757923130478178","0.11757923130478178","0.11757923130478178","24","24","24","0.06904283219150134","0.06904283219150134","0.06904283219150134","24","24","24","0.06967602376567407","0.06967602376567407","0.06967602376567407","24","24","24","0.07451747304626874","0.07451747304626874","0.07451747304626874","24","24","24","0.07221299835613795","0.07221299835613795","0.07221299835613795"
"24","25","25","25","0.12960868222372873","0.12960868222372873","0.12960868222372873","25","25","25","0.07957785470145089","0.07957785470145089","0.07957785470145089","25","25","25","0.07429130136087123","0.07429130136087123","0.07429130136087123","25","25","25","0.07358681317418814","0.07358681317418814","0.07358681317418814","25","25","25","0.07737583613821439","0.07737583613821439","0.07737583613821439"
"25","26","26","26","0.12505907671792166","0.12505907671792166","0.12505907671792166","26","26","26","0.07795810938945838","0.07795810938945838","0.07795810938945838","26","26","26","0.0711637892042442","0.0711637892042442","0.0711637892042442","26","26","26","0.08070341338004385","0.08070341338004385","0.08070341338004385","26","26","26","0.07976487278938293","0.07976487278938293","0.07976487278938293"
"26","27","27","27","0.10451504694564002","0.10451504694564002","0.10451504694564002","27","27","27","0.0648307181628687","0.0648307181628687","0.0648307181628687","27","27","27","0.0758790120480289","0.0758790120480289","0.0758790120480289","27","27","27","0.07114864327013493","0.07114864327013493","0.07114864327013493","27","27","27","0.07032318732568196","0.07032318732568196","0.07032318732568196"
"27","28","28","28","0.1160104785646711","0.1160104785646711","0.1160104785646711","28","28","28","0.06364361995032855","0.06364361995032855","0.06364361995032855","28","28","28","0.08317256790393947","0.08317256790393947","0.08317256790393947","28","28","28","0.0745838126167655","0.0745838126167655","0.0745838126167655","28","28","28","0.07552038159753595","0.07552038159753595","0.07552038159753595"
"28","29","29","29","0.12794870883226395","0.12794870883226395","0.12794870883226395","29","29","29","0.10436207481792995","0.10436207481792995","0.10436207481792995","29","29","29","0.08116601513110153","0.08116601513110153","0.08116601513110153","29","29","29","0.07355734599488122","0.07355734599488122","0.07355734599488122","29","29","29","0.09045932175857681","0.09045932175857681","0.09045932175857681"
"29","30","30","30","0.1331128254532814","0.1331128254532814","0.1331128254532814","30","30","30","0.07127063814550638","0.07127063814550638","0.07127063814550638","30","30","30","0.07753131586516113","0.07753131586516113","0.07753131586516113","30","30","30","0.08066036592104606","0.08066036592104606","0.08066036592104606","30","30","30","0.06515712590355958","0.06515712590355958","0.06515712590355958"
"30","31","31","31","0.11071650683879852","0.11071650683879852","0.11071650683879852","31","31","31","0.06943859825176853","0.06943859825176853","0.06943859825176853","31","31","31","0.0897222548276962","0.0897222548276962","0.0897222548276962","31","31","31","0.06930840454463448","0.06930840454463448","0.06930840454463448","31","31","31","0.06015076395124197","0.06015076395124197","0.06015076395124197"
"31","33","33","33","0.10597104792084013","0.10597104792084013","0.10597104792084013","33","33","33","0.07044603542557784","0.07044603542557784","0.07044603542557784","33","33","33","0.10080952861311811","0.10080952861311811","0.10080952861311811","33","33","33","0.0903185595359121","0.0903185595359121","0.0903185595359121","33","33","33","0.07847224215843848","0.07847224215843848","0.07847224215843848"
"32","34","34","34","0.10113613307476044","0.10113613307476044","0.10113613307476044","34","34","34","0.11724907372679029","0.11724907372679029","0.11724907372679029","34","34","34","0.06982795130493792","0.06982795130493792","0.06982795130493792","34","34","34","0.09487775826294507","0.09487775826294507","0.09487775826294507","34","34","34","0.1112551244774035","0.1112551244774035","0.1112551244774035"
"33","35","35","35","0.10632139870098659","0.10632139870098659","0.10632139870098659","35","35","35","0.08004661915557724","0.08004661915557724","0.08004661915557724","35","35","35","0.07600676696098095","0.07600676696098095","0.07600676696098095","35","35","35","0.08317919481279594","0.08317919481279594","0.08317919481279594","35","35","35","0.06831612225089755","0.06831612225089755","0.06831612225089755"
"34","36","36","36","0.10130371632320541","0.10130371632320541","0.10130371632320541","36","36","36","0.0885793925928218","0.0885793925928218","0.0885793925928218","","","","","","","36","36","36","0.10805468686989375","0.10805468686989375","0.10805468686989375","36","36","36","0.0819373672295894","0.0819373672295894","0.0819373672295894"
"35","37","37","37","0.10214823324765478","0.10214823324765478","0.10214823324765478","37","37","37","0.08796345801757914","0.08796345801757914","0.08796345801757914","","","","","","","37","37","37","0.09178569008197103","0.09178569008197103","0.09178569008197103","37","37","37","0.08437944336661271","0.08437944336661271","0.08437944336661271"
"36","38","38","38","0.1027449821787221","0.1027449821787221","0.1027449821787221","38","38","38","0.07220074800508362","0.07220074800508362","0.07220074800508362","","","","","","","38","38","38","0.0723629706938352","0.0723629706938352","0.0723629706938352","38","38","38","0.07795301538759045","0.07795301538759045","0.07795301538759045"
"37","39","39","39","0.10182850541813034","0.10182850541813034","0.10182850541813034","39","39","39","0.0736718074019466","0.0736718074019466","0.0736718074019466","","","","","","","39","39","39","0.08486507699957915","0.08486507699957915","0.08486507699957915","39","39","39","0.07067943184769579","0.07067943184769579","0.07067943184769579"
"38","40","40","40","0.11026158769215856","0.11026158769215856","0.11026158769215856","","","","","","","","","","","","","40","40","40","0.0783842798056347","0.0783842798056347","0.0783842798056347","40","40","40","0.08170405974877733","0.08170405974877733","0.08170405974877733"
"39","41","41","41","0.12544656012739455","0.12544656012739455","0.12544656012739455","","","","","","","","","","","","","41","41","41","0.08874897871698652","0.08874897871698652","0.08874897871698652","41","41","41","0.08955497307968992","0.08955497307968992","0.08955497307968992"
"40","42","42","42","0.09886661704097476","0.09886661704097476","0.09886661704097476","","","","","","","","","","","","","42","42","42","0.08039931819907256","0.08039931819907256","0.08039931819907256","42","42","42","0.08085254885788475","0.08085254885788475","0.08085254885788475"
"41","44","44","44","0.09283290803432465","0.09283290803432465","0.09283290803432465","","","","","","","","","","","","","","","","","","","","","","","",""
"42","45","45","45","0.09113257910524096","0.09113257910524096","0.09113257910524096","","","","","","","","","","","","","","","","","","","","","","","",""
"43","46","46","46","0.08410401801977839","0.08410401801977839","0.08410401801977839","","","","","","","","","","","","","","","","","","","","","","","",""
"44","47","47","47","0.08341552636453084","0.08341552636453084","0.08341552636453084","","","","","","","","","","","","","","","","","","","","","","","",""
"45","48","48","48","0.08395700050251824","0.08395700050251824","0.08395700050251824","","","","","","","","","","","","","","","","","","","","","","","",""
"46","49","49","49","0.07818563122834478","0.07818563122834478","0.07818563122834478","","","","","","","","","","","","","","","","","","","","","","","",""
"47","50","50","50","0.0984660227383886","0.0984660227383886","0.0984660227383886","","","","","","","","","","","","","","","","","","","","","","","",""
"48","51","51","51","0.10781742525952202","0.10781742525952202","0.10781742525952202","","","","","","","","","","","","","","","","","","","","","","","",""
"49","52","52","52","0.07929108983704022","0.07929108983704022","0.07929108983704022","","","","","","","","","","","","","","","","","","","","","","","",""
"50","53","53","53","0.08966757250683648","0.08966757250683648","0.08966757250683648","","","","","","","","","","","","","","","","","","","","","","","",""
"51","55","55","55","0.09252837566392762","0.09252837566392762","0.09252837566392762","","","","","","","","","","","","","","","","","","","","","","","",""
"52","56","56","56","0.07631498043026243","0.07631498043026243","0.07631498043026243","","","","","","","","","","","","","","","","","","","","","","","",""
"53","57","57","57","0.10460003465414047","0.10460003465414047","0.10460003465414047","","","","","","","","","","","","","","","","","","","","","","","",""
"54","58","58","58","0.09674955957702228","0.09674955957702228","0.09674955957702228","","","","","","","","","","","","","","","","","","","","","","","",""
"55","59","59","59","0.08446575914110456","0.08446575914110456","0.08446575914110456","","","","","","","","","","","","","","","","","","","","","","","",""
"56","60","60","60","0.0805821381509304","0.0805821381509304","0.0805821381509304","","","","","","","","","","","","","","","","","","","","","","","",""
"57","61","61","61","0.07677410862275533","0.07677410862275533","0.07677410862275533","","","","","","","","","","","","","","","","","","","","","","","",""
"58","62","62","62","0.09270170277782849","0.09270170277782849","0.09270170277782849","","","","","","","","","","","","","","","","","","","","","","","",""
"59","63","63","63","0.0937486392046724","0.0937486392046724","0.0937486392046724","","","","","","","","","","","","","","","","","","","","","","","",""
"60","64","64","64","0.07230063660868577","0.07230063660868577","0.07230063660868577","","","","","","","","","","","","","","","","","","","","","","","",""
"61","66","66","66","0.08020872888820511","0.08020872888820511","0.08020872888820511","","","","","","","","","","","","","","","","","","","","","","","",""
"62","67","67","67","0.0962344344173159","0.0962344344173159","0.0962344344173159","","","","","","","","","","","","","","","","","","","","","","","",""
"63","68","68","68","0.08445253595709801","0.08445253595709801","0.08445253595709801","","","","","","","","","","","","","","","","","","","","","","","",""
"64","69","69","69","0.08582433153476034","0.08582433153476034","0.08582433153476034","","","","","","","","","","","","","","","","","","","","","","","",""
"65","70","70","70","0.08478042749421937","0.08478042749421937","0.08478042749421937","","","","","","","","","","","","","","","","","","","","","","","",""
"66","71","71","71","0.08808749887560095","0.08808749887560095","0.08808749887560095","","","","","","","","","","","","","","","","","","","","","","","",""
"67","72","72","72","0.08080522875700678","0.08080522875700678","0.08080522875700678","","","","","","","","","","","","","","","","","","","","","","","",""
"68","73","73","73","0.06557056361011096","0.06557056361011096","0.06557056361011096","","","","","","","","","","","","","","","","","","","","","","","",""
"69","74","74","74","0.08205833765012878","0.08205833765012878","0.08205833765012878","","","","","","","","","","","","","","","","","","","","","","","",""
"70","75","75","75","0.0790656970015594","0.0790656970015594","0.0790656970015594","","","","","","","","","","","","","","","","","","","","","","","",""
"71","77","77","77","0.08576510793396405","0.08576510793396405","0.08576510793396405","","","","","","","","","","","","","","","","","","","","","","","",""
"72","78","78","78","0.08361500608069557","0.08361500608069557","0.08361500608069557","","","","","","","","","","","","","","","","","","","","","","","",""
"73","79","79","79","0.08283188699611596","0.08283188699611596","0.08283188699611596","","","","","","","","","","","","","","","","","","","","","","","",""
"74","80","80","80","0.07832866401544639","0.07832866401544639","0.07832866401544639","","","","","","","","","","","","","","","","","","","","","","","",""
"75","81","81","81","0.0783440460051809","0.0783440460051809","0.0783440460051809","","","","","","","","","","","","","","","","","","","","","","","",""
"76","82","82","82","0.06666217744350433","0.06666217744350433","0.06666217744350433","","","","","","","","","","","","","","","","","","","","","","","",""
"77","83","83","83","0.09431151779634613","0.09431151779634613","0.09431151779634613","","","","","","","","","","","","","","","","","","","","","","","",""
"78","84","84","84","0.072539250765528","0.072539250765528","0.072539250765528","","","","","","","","","","","","","","","","","","","","","","","",""
