"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dropout","epochs","learning_rate","method","optimizer","parameters.batch_sizes","parameters.dropouts","parameters.epochss","parameters.learning_rates","parameters.optimizers","parameters.train_sampless","train_samples","auc","checkpoint_path","epoch","sensitivity","specificity","train_loss","train_samples_used","val_accuracy","val_correct","val_incorrect","val_loss","val_total"
"dulcet-sweep-88","finished","-","","","2025-05-24T12:38:14.000Z","1075","eemgsvvz","128","0.55","1000","0.005","","Adam","","","","","","","3404","0.9979905789756126","Checkpoints/Hyperparametersuch-noTu-T/dulcet-sweep-88/checkpoint_epoch_070.pt","78","0.9796672827915034","0.9677419354526534","0.02013534241080008","3404","97.53231492361928","830","21","0.072539250765528","851"
"lunar-sweep-81","finished","-","","","2025-05-24T11:42:19.000Z","506","eemgsvvz","128","0.5","1000","0.0005","","Adam","","","","","","","3404","0.9975672291455489","Checkpoints/Hyperparametersuch-noTu-T/lunar-sweep-81/checkpoint_epoch_030.pt","37","0.987060998133326","0.9677419354526534","0.011613252141547424","3404","98.00235017626322","834","17","0.0736718074019466","851"
"young-sweep-1","finished","-","","","2025-05-23T20:20:51.000Z","463","eemgsvvz","16","0.5","1000","0.0001","","Adam","","","","","","","3404","0.9973167968517084","Checkpoints/Hyperparametersuch-noTu-T/young-sweep-1/checkpoint_epoch_030.pt","33","0.975970425120592","0.9838709677101976","0.014662489221836309","3404","97.88484136310224","833","18","0.07600676696098095","851"
"proud-sweep-92","finished","-","","","2025-05-24T13:28:55.000Z","549","eemgsvvz","128","0.4","1000","0.0005","","Adam","","","","","","","3404","0.9975791544928746","Checkpoints/Hyperparametersuch-noTu-T/proud-sweep-92/checkpoint_epoch_030.pt","40","0.9778188539560476","0.97741935480718","0.008063806690862057","3404","97.76733254994124","832","19","0.08039931819907256","851"
"splendid-sweep-83","finished","-","","","2025-05-24T11:19:51.000Z","570","eemgsvvz","128","0.5","1000","0.0005","","Adam","","","","","","","3404","0.9978951761970069","Checkpoints/Hyperparametersuch-noTu-T/splendid-sweep-83/checkpoint_epoch_030.pt","40","0.987060998133326","0.9580645160981268","0.01140371417299051","3404","97.64982373678026","831","20","0.08085254885788475","851"
