run_id,name,test_accuracy,test_sensitivity,test_specificity,val_accuracy,train_samples,batch_size,learning_rate,epochs
q4i47670,trainsample_2128_run_1,90.26402640264028,0.924836601276966,0.8799999999706667,90.22556390977444,2128,128,0.005,1000
6zapdatc,trainsample_1915_run_1,91.4191419141914,0.9444444444135802,0.8833333333038889,93.796992481203,1915,128,0.005,1000
7k97rrty,trainsample_1702_run_1,85.47854785478548,0.8431372548744073,0.8666666666377778,89.47368421052632,1702,128,0.005,1000
vrkauqny,trainsample_1490_run_1,86.3036303630363,0.8529411764427143,0.8733333333042222,87.40601503759399,1490,128,0.005,1000
c2o1biys,trainsample_1277_run_1,86.46864686468648,0.8856209150037379,0.8433333333052222,87.78195488721805,1277,128,0.005,1000
wzolnjjo,trainsample_1064_run_1,84.48844884488449,0.8496732025866119,0.839999999972,87.21804511278195,1064,128,0.005,1000
jnqxywfq,trainsample_851_run_1,86.3036303630363,0.8888888888598402,0.8366666666387778,87.59398496240601,851,128,0.005,1000
tabnwawa,trainsample_683_run_1,79.53795379537954,0.7941176470328719,0.7966666666401111,82.5187969924812,683,128,0.005,1000
0amsawvh,trainsample_426_run_1,77.55775577557755,0.7581699346157461,0.7933333333068888,81.95488721804512,426,128,0.005,1000
rzi675g7,trainsample_231_run_1,76.07260726072607,0.6993464052059037,0.8233333333058889,78.7593984962406,231,128,0.005,1000
b2ahs2mc,trainsample_2128_run_2,91.74917491749174,0.9281045751330684,0.9066666666364444,90.78947368421052,2128,128,0.005,1000
h3amxh27,trainsample_1915_run_2,93.23432343234325,0.9313725489891708,0.9333333333022222,94.54887218045111,1915,128,0.005,1000
ayay0q46,trainsample_1702_run_2,86.46864686468648,0.8856209150037379,0.8433333333052222,89.09774436090225,1702,128,0.005,1000
uvvdhs3a,trainsample_1490_run_2,86.3036303630363,0.8725490195793284,0.8533333333048889,86.2781954887218,1490,128,0.005,1000
6jv0wcii,trainsample_1277_run_2,87.78877887788778,0.8464052287305096,0.9099999999696666,88.34586466165413,1277,128,0.005,1000
jks3617v,trainsample_1064_run_2,85.97359735973598,0.8235294117377931,0.8966666666367777,84.02255639097744,1064,128,0.005,1000
b2hjh7d7,trainsample_851_run_2,82.83828382838284,0.8431372548744073,0.8133333333062222,84.77443609022556,851,128,0.005,1000
n9io0dfv,trainsample_683_run_2,83.003300330033,0.8431372548744073,0.8166666666394444,84.21052631578947,683,128,0.005,1000
mmgqyynk,trainsample_426_run_2,78.54785478547855,0.7745098038962578,0.7966666666401111,81.203007518797,426,128,0.005,1000
3em54k5m,trainsample_231_run_2,76.89768976897689,0.7810457516084626,0.7566666666414444,78.19548872180451,231,128,0.005,1000
0sx6bala,trainsample_2128_run_3,91.25412541254126,0.9313725489891708,0.8933333333035556,91.72932330827066,2128,128,0.005,1000
7y11rzlv,trainsample_1915_run_3,90.75907590759076,0.8790849672915332,0.9366666666354444,90.6015037593985,1915,128,0.005,1000
6s7cwqzy,trainsample_1702_run_3,86.96369636963696,0.895424836572045,0.8433333333052222,89.66165413533834,1702,128,0.005,1000
3o95ilbh,trainsample_1490_run_3,85.31353135313532,0.8627450980110214,0.8433333333052222,86.46616541353383,1490,128,0.005,1000
g7z3mqew,trainsample_1277_run_3,88.61386138613861,0.8692810457232261,0.9033333333032222,90.0375939849624,1277,128,0.005,1000
shavnoce,trainsample_1064_run_3,85.97359735973598,0.8627450980110214,0.8566666666381111,84.9624060150376,1064,128,0.005,1000
afodgwmn,trainsample_851_run_3,83.16831683168317,0.8660130718671237,0.7966666666401111,87.78195488721805,851,128,0.005,1000
ou9l7tdy,trainsample_683_run_3,79.70297029702971,0.8006535947450767,0.7933333333068888,81.76691729323309,683,128,0.005,1000
vu9k8w2p,trainsample_426_run_3,79.86798679867987,0.7908496731767696,0.8066666666397777,83.0827067669173,426,128,0.005,1000
lwtctrih,trainsample_231_run_3,75.74257425742574,0.7287581699108249,0.7866666666404444,76.69172932330827,231,128,0.005,1000
qg98r5q6,trainsample_2128_run_4,92.73927392739274,0.9313725489891708,0.9233333333025556,91.35338345864662,2128,128,0.005,1000
r5ytupxk,trainsample_1915_run_4,94.22442244224423,0.9477124182696826,0.9366666666354444,93.796992481203,1915,128,0.005,1000
dd9y9g6t,trainsample_1702_run_4,86.96369636963696,0.8921568627159425,0.8466666666384445,89.84962406015038,1702,128,0.005,1000
mvsbwr8w,trainsample_1490_run_4,89.10891089108911,0.8627450980110214,0.9199999999693332,89.28571428571429,1490,128,0.005,1000
el87u5cn,trainsample_1277_run_4,89.43894389438944,0.8790849672915332,0.9099999999696666,90.0375939849624,1277,128,0.005,1000
ipt30kwl,trainsample_1064_run_4,85.14851485148515,0.8660130718671237,0.8366666666387778,86.46616541353383,1064,128,0.005,1000
op7ek8c3,trainsample_851_run_4,80.6930693069307,0.7647058823279508,0.8499999999716666,84.58646616541353,851,128,0.005,1000
9bbgh3cw,trainsample_683_run_4,78.38283828382838,0.8071895424572814,0.7599999999746666,84.02255639097744,683,128,0.005,1000
royzloel,trainsample_426_run_4,78.54785478547855,0.7810457516084626,0.7899999999736667,82.14285714285714,426,128,0.005,1000
vu9mrjrj,trainsample_231_run_4,77.06270627062707,0.7614379084718484,0.7799999999739999,80.07518796992481,231,128,0.005,1000
fxjw8u0r,trainsample_2128_run_5,92.57425742574256,0.9444444444135802,0.9066666666364444,91.35338345864662,2128,128,0.005,1000
ngzgmzoy,trainsample_1915_run_5,93.89438943894388,0.9313725489891708,0.9466666666351112,93.796992481203,1915,128,0.005,1000
